age,workclass,fnlwgt,education,occupation,relationship,race,sex,target,predicted_salary
"23"," Private","27073"," Some-college"," Adm-clerical"," Unmarried"," Other"," Female","0","0"
"54"," Private","105428"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","1"
"36"," Private","167284"," Assoc-voc"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"22"," Private","320615"," 7th-8th"," Craft-repair"," Own-child"," White"," Male","0","0"
"27"," Local-gov","47284"," HS-grad"," Protective-serv"," Not-in-family"," Black"," Male","0","0"
"42"," Private","45156"," Some-college"," Craft-repair"," Husband"," White"," Male","1","1"
"46"," Private","166269"," Some-college"," Sales"," Unmarried"," White"," Male","0","0"
"28"," Federal-gov","236418"," Some-college"," Exec-managerial"," Not-in-family"," Black"," Male","0","0"
"21"," Private","311478"," HS-grad"," Handlers-cleaners"," Own-child"," Black"," Male","0","0"
"50"," Private","256908"," Doctorate"," Sales"," Husband"," White"," Male","1","1"
"20"," Private","256796"," HS-grad"," Adm-clerical"," Own-child"," Black"," Female","0","0"
"27"," Private","168138"," HS-grad"," Machine-op-inspct"," Not-in-family"," White"," Male","0","0"
"23"," Private","244413"," 12th"," Craft-repair"," Husband"," Black"," Male","0","0"
"66"," ?","52728"," Bachelors"," ?"," Husband"," White"," Male","0","0"
"23"," ?","223019"," Some-college"," ?"," Own-child"," White"," Female","0","0"
"23"," Private","215443"," Some-college"," Other-service"," Not-in-family"," White"," Male","0","0"
"41"," Private","99665"," 9th"," Tech-support"," Wife"," White"," Female","0","0"
"39"," Private","243485"," HS-grad"," Handlers-cleaners"," Husband"," White"," Male","0","1"
"38"," Private","169872"," HS-grad"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"46"," Private","116338"," Masters"," Prof-specialty"," Not-in-family"," White"," Female","0","0"
"29"," Private","109989"," HS-grad"," Sales"," Not-in-family"," White"," Male","0","0"
"35"," Private","144401"," Bachelors"," Prof-specialty"," Wife"," Asian-Pac-Islander"," Female","1","1"
"23"," Local-gov","199555"," HS-grad"," Craft-repair"," Own-child"," White"," Male","0","0"
"33"," Self-emp-not-inc","105229"," Bachelors"," Exec-managerial"," Husband"," White"," Male","0","1"
"31"," Private","185216"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"52"," Private","155278"," HS-grad"," Transport-moving"," Husband"," White"," Male","0","1"
"28"," Private","371408"," Bachelors"," Prof-specialty"," Not-in-family"," White"," Male","0","0"
"56"," Private","177271"," Masters"," Exec-managerial"," Husband"," White"," Male","1","1"
"38"," Private","234891"," Some-college"," Handlers-cleaners"," Not-in-family"," Amer-Indian-Eskimo"," Female","0","0"
"21"," Private","356286"," HS-grad"," Other-service"," Not-in-family"," Black"," Male","0","0"
"60"," ?","225894"," Preschool"," ?"," Not-in-family"," White"," Female","0","0"
"19"," Private","181781"," 11th"," Other-service"," Own-child"," White"," Female","0","0"
"23"," Private","197756"," Some-college"," Sales"," Wife"," White"," Female","0","0"
"69"," Local-gov","216269"," Assoc-acdm"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"50"," Private","33931"," HS-grad"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"46"," Private","151584"," Bachelors"," Sales"," Husband"," White"," Male","1","1"
"53"," Private","286085"," Some-college"," Sales"," Not-in-family"," White"," Female","0","0"
"56"," Self-emp-not-inc","111385"," Bachelors"," Prof-specialty"," Husband"," White"," Male","0","1"
"35"," Private","280966"," Bachelors"," Sales"," Not-in-family"," White"," Male","0","0"
"30"," Private","221178"," HS-grad"," Other-service"," Other-relative"," White"," Male","0","0"
"60"," Private","74422"," 5th-6th"," Farming-fishing"," Husband"," White"," Male","0","0"
"21"," Private","103031"," Some-college"," Prof-specialty"," Husband"," White"," Male","0","0"
"46"," State-gov","209739"," 10th"," Farming-fishing"," Husband"," White"," Male","0","0"
"23"," State-gov","112137"," Bachelors"," Prof-specialty"," Not-in-family"," Other"," Female","0","0"
"26"," Private","138537"," 11th"," Exec-managerial"," Not-in-family"," Black"," Male","0","0"
"72"," Private","135378"," 7th-8th"," Other-service"," Unmarried"," Black"," Female","0","0"
"48"," Private","175006"," 1st-4th"," Machine-op-inspct"," Other-relative"," Black"," Male","0","0"
"26"," Private","182194"," Assoc-acdm"," Other-service"," Not-in-family"," White"," Female","0","0"
"20"," Private","194686"," Some-college"," Handlers-cleaners"," Other-relative"," White"," Male","0","0"
"27"," Private","70034"," Some-college"," Other-service"," Not-in-family"," White"," Male","0","0"
"53"," Federal-gov","439263"," Bachelors"," Adm-clerical"," Husband"," Black"," Male","1","1"
"72"," Private","74749"," HS-grad"," Sales"," Wife"," White"," Female","0","0"
"26"," Private","231638"," Masters"," Prof-specialty"," Not-in-family"," White"," Female","0","0"
"50"," Private","197623"," HS-grad"," Other-service"," Not-in-family"," White"," Female","0","0"
"22"," ?","148409"," Some-college"," ?"," Own-child"," White"," Male","0","0"
"17"," ?","40299"," 10th"," ?"," Not-in-family"," White"," Female","0","0"
"46"," Self-emp-not-inc","96260"," Bachelors"," Exec-managerial"," Not-in-family"," White"," Male","0","0"
"47"," Self-emp-not-inc","62143"," Masters"," Exec-managerial"," Wife"," White"," Female","1","1"
"22"," Private","193027"," HS-grad"," Sales"," Unmarried"," White"," Female","0","0"
"24"," ?","334105"," 11th"," ?"," Not-in-family"," White"," Female","0","0"
"46"," Private","31411"," 11th"," Other-service"," Wife"," White"," Female","0","0"
"60"," Private","140516"," Some-college"," Exec-managerial"," Not-in-family"," White"," Female","0","0"
"51"," Private","155963"," 9th"," Transport-moving"," Own-child"," White"," Male","0","0"
"58"," Self-emp-not-inc","119891"," Masters"," Machine-op-inspct"," Husband"," White"," Male","1","1"
"32"," Private","206609"," HS-grad"," Craft-repair"," Own-child"," White"," Male","0","0"
"41"," Private","425444"," Bachelors"," Prof-specialty"," Wife"," White"," Female","1","1"
"52"," Private","114674"," Bachelors"," Prof-specialty"," Husband"," White"," Male","1","1"
"54"," Federal-gov","57679"," HS-grad"," Adm-clerical"," Unmarried"," Black"," Male","0","0"
"48"," Private","213140"," Assoc-acdm"," Sales"," Husband"," White"," Male","1","1"
"52"," Local-gov","295494"," Assoc-voc"," Adm-clerical"," Not-in-family"," Black"," Female","0","0"
"46"," Private","182862"," Bachelors"," Exec-managerial"," Husband"," White"," Male","0","1"
"50"," Private","178529"," 11th"," Protective-serv"," Not-in-family"," White"," Female","0","0"
"36"," Private","214031"," 10th"," Transport-moving"," Husband"," White"," Male","0","0"
"17"," Private","350538"," 10th"," Other-service"," Not-in-family"," White"," Male","0","0"
"29"," Private","238073"," Some-college"," Machine-op-inspct"," Other-relative"," White"," Male","0","0"
"29"," Private","194640"," HS-grad"," Craft-repair"," Own-child"," White"," Male","0","0"
"39"," Self-emp-not-inc","139770"," Masters"," Exec-managerial"," Wife"," White"," Female","1","1"
"21"," Private","164177"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"62"," Private","99470"," HS-grad"," Exec-managerial"," Husband"," White"," Male","1","1"
"61"," Private","359367"," Some-college"," Exec-managerial"," Not-in-family"," White"," Female","0","0"
"72"," Local-gov","45612"," Assoc-acdm"," Prof-specialty"," Unmarried"," Black"," Female","0","0"
"33"," Private","127651"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"34"," Private","193132"," HS-grad"," Machine-op-inspct"," Not-in-family"," White"," Female","0","0"
"26"," Local-gov","314798"," Some-college"," Protective-serv"," Not-in-family"," White"," Male","1","0"
"33"," Private","108438"," Some-college"," Exec-managerial"," Husband"," White"," Male","1","1"
"41"," Private","165815"," HS-grad"," Craft-repair"," Husband"," White"," Male","1","1"
"18"," ?","136172"," 11th"," ?"," Own-child"," White"," Male","0","0"
"24"," Private","127159"," Some-college"," Other-service"," Other-relative"," White"," Female","0","0"
"18"," ?","220168"," Some-college"," ?"," Own-child"," White"," Male","0","0"
"55"," Private","127677"," Some-college"," Transport-moving"," Husband"," White"," Male","0","1"
"42"," Private","119941"," HS-grad"," Exec-managerial"," Not-in-family"," White"," Female","0","0"
"32"," Private","93699"," HS-grad"," Machine-op-inspct"," Unmarried"," White"," Female","0","0"
"46"," Federal-gov","196649"," HS-grad"," Adm-clerical"," Unmarried"," White"," Male","0","0"
"18"," Private","332763"," HS-grad"," Exec-managerial"," Other-relative"," White"," Female","0","0"
"36"," Private","158363"," HS-grad"," Machine-op-inspct"," Not-in-family"," White"," Male","0","0"
"38"," Private","249039"," Assoc-acdm"," Tech-support"," Husband"," White"," Male","1","1"
"39"," Private","454585"," 5th-6th"," Farming-fishing"," Husband"," White"," Male","0","0"
"31"," Private","121321"," HS-grad"," Farming-fishing"," Husband"," White"," Male","0","0"
"40"," Private","229148"," HS-grad"," Craft-repair"," Not-in-family"," Black"," Male","0","0"
"18"," Private","221284"," HS-grad"," Sales"," Own-child"," White"," Male","0","0"
"38"," Private","428251"," Some-college"," Craft-repair"," Unmarried"," White"," Male","0","0"
"47"," Self-emp-inc","77660"," Some-college"," Exec-managerial"," Husband"," White"," Male","1","1"
"21"," Private","139722"," HS-grad"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"33"," State-gov","171151"," HS-grad"," Adm-clerical"," Not-in-family"," Black"," Female","0","0"
"51"," Private","94819"," Masters"," Sales"," Husband"," White"," Male","0","1"
"44"," Private","214546"," Some-college"," Transport-moving"," Husband"," White"," Male","1","1"
"45"," Self-emp-inc","190482"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","1"
"22"," Private","283029"," 9th"," Craft-repair"," Own-child"," White"," Male","0","0"
"48"," ?","142719"," HS-grad"," ?"," Husband"," White"," Male","1","1"
"40"," Private","244172"," 5th-6th"," Craft-repair"," Husband"," White"," Male","0","0"
"26"," Local-gov","120238"," Assoc-voc"," Adm-clerical"," Unmarried"," White"," Male","0","0"
"29"," Private","66095"," Some-college"," Tech-support"," Husband"," White"," Male","0","0"
"46"," Private","129232"," Bachelors"," Sales"," Husband"," White"," Male","1","1"
"41"," Private","44121"," Some-college"," Other-service"," Wife"," White"," Female","0","0"
"31"," Private","243678"," Some-college"," Exec-managerial"," Not-in-family"," White"," Female","0","0"
"34"," Private","118786"," Bachelors"," Sales"," Not-in-family"," White"," Male","0","0"
"39"," Self-emp-not-inc","176900"," HS-grad"," Other-service"," Husband"," White"," Male","1","0"
"50"," Private","155574"," Assoc-acdm"," Transport-moving"," Husband"," White"," Male","1","1"
"41"," Private","76625"," Assoc-acdm"," Prof-specialty"," Husband"," White"," Male","1","1"
"18"," Private","192254"," Some-college"," Sales"," Other-relative"," White"," Female","0","0"
"35"," Private","238802"," HS-grad"," Other-service"," Own-child"," White"," Male","0","0"
"22"," Private","247731"," Some-college"," Adm-clerical"," Own-child"," White"," Female","0","0"
"18"," Private","397606"," HS-grad"," Craft-repair"," Own-child"," White"," Male","0","0"
"23"," ?","370057"," Some-college"," ?"," Unmarried"," White"," Female","0","0"
"62"," ?","190873"," Bachelors"," ?"," Wife"," White"," Female","0","1"
"50"," Local-gov","145879"," Masters"," Prof-specialty"," Husband"," White"," Male","1","1"
"52"," Private","618130"," HS-grad"," Other-service"," Own-child"," Black"," Female","0","0"
"24"," Private","542762"," Bachelors"," Sales"," Other-relative"," Black"," Male","0","0"
"31"," Private","144124"," Some-college"," Prof-specialty"," Not-in-family"," White"," Female","0","0"
"28"," Private","190539"," Bachelors"," Prof-specialty"," Not-in-family"," White"," Male","0","1"
"33"," Private","92462"," Assoc-acdm"," Sales"," Unmarried"," Black"," Male","0","0"
"48"," Private","129974"," Bachelors"," Exec-managerial"," Not-in-family"," White"," Female","0","1"
"62"," State-gov","254890"," HS-grad"," Adm-clerical"," Husband"," White"," Male","0","1"
"51"," Private","261207"," HS-grad"," Other-service"," Husband"," White"," Male","1","0"
"39"," Self-emp-inc","206362"," Assoc-voc"," Craft-repair"," Husband"," White"," Male","0","1"
"51"," Private","27804"," Some-college"," Priv-house-serv"," Unmarried"," Amer-Indian-Eskimo"," Female","0","0"
"57"," Self-emp-not-inc","771836"," Assoc-acdm"," Prof-specialty"," Unmarried"," White"," Male","0","0"
"29"," Private","101108"," HS-grad"," Other-service"," Not-in-family"," White"," Female","0","0"
"49"," Private","255466"," Some-college"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"30"," Local-gov","204494"," Some-college"," Craft-repair"," Husband"," White"," Male","0","0"
"53"," Private","271918"," 9th"," Transport-moving"," Husband"," Black"," Male","0","0"
"17"," Private","152619"," 12th"," Other-service"," Own-child"," White"," Male","0","0"
"59"," Private","107318"," HS-grad"," Transport-moving"," Husband"," White"," Male","0","1"
"23"," Private","130773"," Bachelors"," Exec-managerial"," Unmarried"," White"," Male","0","0"
"20"," ?","117210"," Some-college"," ?"," Own-child"," White"," Male","0","0"
"48"," Private","148549"," Assoc-acdm"," Machine-op-inspct"," Husband"," White"," Male","0","1"
"64"," Private","181530"," Prof-school"," Prof-specialty"," Husband"," White"," Male","1","1"
"37"," Private","365739"," Assoc-acdm"," Tech-support"," Husband"," White"," Male","1","1"
"54"," Local-gov","182429"," HS-grad"," Transport-moving"," Unmarried"," White"," Female","0","0"
"41"," Private","381510"," Some-college"," Other-service"," Own-child"," White"," Male","0","0"
"45"," Self-emp-not-inc","116789"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","1"
"36"," Self-emp-inc","196554"," HS-grad"," Craft-repair"," Husband"," White"," Male","1","1"
"27"," Private","335878"," Assoc-acdm"," Transport-moving"," Husband"," Black"," Male","0","1"
"25"," Private","184120"," Bachelors"," Exec-managerial"," Not-in-family"," White"," Male","0","0"
"39"," Private","260084"," Some-college"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"44"," Private","160369"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","1"
"22"," Private","164901"," 11th"," Craft-repair"," Other-relative"," White"," Male","0","0"
"21"," ?","96844"," HS-grad"," ?"," Other-relative"," White"," Female","0","0"
"56"," Private","124566"," 5th-6th"," Machine-op-inspct"," Not-in-family"," White"," Female","0","0"
"30"," Private","473133"," Some-college"," Sales"," Husband"," White"," Male","0","1"
"44"," Private","335223"," HS-grad"," Handlers-cleaners"," Husband"," White"," Male","1","0"
"53"," Private","380086"," HS-grad"," Exec-managerial"," Husband"," White"," Male","1","1"
"32"," Private","198265"," 1st-4th"," Exec-managerial"," Own-child"," White"," Male","0","0"
"33"," ?","32207"," HS-grad"," ?"," Not-in-family"," White"," Male","0","0"
"60"," Private","288684"," 5th-6th"," Machine-op-inspct"," Unmarried"," White"," Male","0","0"
"35"," Private","302604"," Assoc-voc"," Adm-clerical"," Wife"," White"," Female","1","1"
